./kv/release/tests/db/kv_bench --writes=200000000 --rwdelay=5 --db=/mnt/nvm/kv1B --logpath=/mnt/ssd --threads=3 --open_files=20000 --range=1000000000 --num=1000000000 --reads=1000000 --bloom_bits=10 --low_pool=2 --high_pool=2 --stats_interval=1000000 --value_size=100 --benchmarks=readexpwhilewriting,stats --ycsb_ops_num=150000000 --use_existing_db=true --histogram=true --log=false --write_buffer_size=2097152 --skiplistrep=false --sleep=600 --print_wa=true --log_dio=true --hugepage=true 
Bench num: 1000000000, range: 1000000000
Keys:       16 bytes each
Values:     100 bytes each (50 bytes after compression)
Entries:    1000000000
RawSize:    110626.2 MB (estimated)
FileSize:   62942.5 MB (estimated)
WARNING: Snappy compression is not enabled
------------------------------------------------
Write buffer: 2048.00 KB. Compression: 0. 
Restore 121 pivots
Recover seq# 1010000000, log# 2, min log#0, file# 76068
2019/09/20-10:19:22  ... thread 1: (1000000,4000000) ops and (68202.1,37427.6) ops/second in (14.662315,106.873019) seconds
2019/09/20-10:19:28  ... thread 3: (1000000,4000000) ops and (56014.9,35328.7) ops/second in (17.852396,113.222424) seconds
2019/09/20-10:19:36  ... thread 2: (1000000,5000000) ops and (63488.0,41207.8) ops/second in (15.751019,121.336329) seconds
2019/09/20-10:19:37  ... thread 1: (1000000,5000000) ops and (65895.1,40967.3) ops/second in (15.175632,122.048651) seconds
2019/09/20-10:19:45  ... thread 3: (1000000,5000000) ops and (59730.2,38472.1) ops/second in (16.741943,129.964367) seconds
2019/09/20-10:19:49  ... thread 2: (1000000,6000000) ops and (76991.0,44667.8) ops/second in (12.988524,134.324853) seconds
2019/09/20-10:19:50  ... thread 1: (1000000,6000000) ops and (77658.9,44469.0) ops/second in (12.876829,134.925480) seconds
2019/09/20-10:20:01  ... thread 3: (1000000,6000000) ops and (62187.6,41083.3) ops/second in (16.080379,146.044746) seconds
2019/09/20-10:20:02  ... thread 2: (1000000,7000000) ops and (78276.3,47586.6) ops/second in (12.775259,147.100112) seconds
2019/09/20-10:20:02  ... thread 1: (1000000,7000000) ops and (78604.8,47410.3) ops/second in (12.721871,147.647351) seconds
2019/09/20-10:20:15  ... thread 2: (1000000,8000000) ops and (78310.5,50040.7) ops/second in (12.769679,159.869791) seconds
2019/09/20-10:20:15  ... thread 1: (1000000,8000000) ops and (79126.3,49911.0) ops/second in (12.638021,160.285372) seconds
2019/09/20-10:20:17  ... thread 3: (1000000,7000000) ops and (62630.0,43206.8) ops/second in (15.966801,162.011547) seconds
2019/09/20-10:20:27  ... thread 2: (1000000,9000000) ops and (78660.5,52148.9) ops/second in (12.712863,172.582654) seconds
2019/09/20-10:20:28  ... thread 1: (1000000,9000000) ops and (78989.4,52039.6) ops/second in (12.659932,172.945304) seconds
2019/09/20-10:20:32  ... thread 3: (1000000,8000000) ops and (63935.3,45031.8) ops/second in (15.640808,177.652355) seconds
2019/09/20-10:20:40  ... thread 2: (1000000,10000000) ops and (78434.0,53957.2) ops/second in (12.749580,185.332234) seconds
2019/09/20-10:20:40  ... thread 1: (1000000,10000000) ops and (79135.7,53884.6) ops/second in (12.636526,185.581830) seconds
2019/09/20-10:20:48  ... thread 3: (1000000,9000000) ops and (64311.2,46583.4) ops/second in (15.549392,193.201747) seconds
2019/09/20-10:20:53  ... thread 2: (1000000,11000000) ops and (79909.8,55598.7) ops/second in (12.514109,197.846343) seconds
2019/09/20-10:20:53  ... thread 1: (1000000,11000000) ops and (80798.2,55567.2) ops/second in (12.376512,197.958342) seconds
2019/09/20-10:21:03  ... thread 3: (1000000,10000000) ops and (64560.2,47917.7) ops/second in (15.489420,208.691167) seconds
2019/09/20-10:21:05  ... thread 1: (1000000,12000000) ops and (79890.2,57013.8) ops/second in (12.517185,210.475527) seconds
2019/09/20-10:21:05  ... thread 2: (1000000,12000000) ops and (78747.6,56994.9) ops/second in (12.698792,210.545135) seconds
2019/09/20-10:21:18  ... thread 1: (1000000,13000000) ops and (80220.6,58311.4) ops/second in (12.465632,222.941159) seconds
2019/09/20-10:21:18  ... thread 2: (1000000,13000000) ops and (79763.6,58274.5) ops/second in (12.537044,223.082179) seconds
2019/09/20-10:21:19  ... thread 3: (1000000,11000000) ops and (64668.8,49073.3) ops/second in (15.463411,224.154578) seconds
2019/09/20-10:21:30  ... thread 1: (1000000,14000000) ops and (81692.1,59528.3) ops/second in (12.241080,235.182239) seconds
2019/09/20-10:21:30  ... thread 2: (1000000,14000000) ops and (81091.6,59469.7) ops/second in (12.331736,235.413915) seconds
2019/09/20-10:21:34  ... thread 3: (1000000,12000000) ops and (64434.4,50068.0) ops/second in (15.519672,239.674250) seconds
2019/09/20-10:21:42  ... thread 1: (1000000,15000000) ops and (81824.8,60629.7) ops/second in (12.221231,247.403470) seconds
2019/09/20-10:21:42  ... thread 2: (1000000,15000000) ops and (81745.2,60570.1) ops/second in (12.233140,247.647055) seconds
2019/09/20-10:21:50  ... thread 3: (1000000,13000000) ops and (64342.9,50937.2) ops/second in (15.541738,255.215988) seconds
2019/09/20-10:21:54  ... thread 1: (1000000,16000000) ops and (81277.6,61607.9) ops/second in (12.303516,259.706986) seconds
2019/09/20-10:21:55  ... thread 2: (1000000,16000000) ops and (81690.1,61564.9) ops/second in (12.241387,259.888442) seconds
2019/09/20-10:22:05  ... thread 3: (1000000,14000000) ops and (64252.7,51702.6) ops/second in (15.563545,270.779533) seconds
2019/09/20-10:22:07  ... thread 1: (1000000,17000000) ops and (81403.6,62502.0) ops/second in (12.284464,271.991450) seconds
2019/09/20-10:22:07  ... thread 2: (1000000,17000000) ops and (81493.8,62463.4) ops/second in (12.270873,272.159315) seconds
2019/09/20-10:22:19  ... thread 1: (1000000,18000000) ops and (81707.9,63329.0) ops/second in (12.238720,284.230170) seconds
2019/09/20-10:22:19  ... thread 2: (1000000,18000000) ops and (82305.6,63311.4) ops/second in (12.149842,284.309157) seconds
2019/09/20-10:22:21  ... thread 3: (1000000,15000000) ops and (64207.9,52382.7) ops/second in (15.574412,286.353945) seconds
2019/09/20-10:22:31  ... thread 2: (1000000,19000000) ops and (82229.1,64087.4) ops/second in (12.161141,296.470298) seconds
2019/09/20-10:22:31  ... thread 1: (1000000,19000000) ops and (81358.9,64076.3) ops/second in (12.291221,296.521391) seconds
2019/09/20-10:22:37  ... thread 3: (1000000,16000000) ops and (63967.9,52982.5) ops/second in (15.632836,301.986781) seconds
2019/09/20-10:22:43  ... thread 2: (1000000,20000000) ops and (82137.7,64799.4) ops/second in (12.174677,308.644975) seconds
2019/09/20-10:22:44  ... thread 1: (1000000,20000000) ops and (81054.3,64754.5) ops/second in (12.337413,308.858804) seconds
2019/09/20-10:22:52  ... thread 3: (1000000,17000000) ops and (64756.3,53555.2) ops/second in (15.442506,317.429287) seconds
2019/09/20-10:22:56  ... thread 2: (1000000,21000000) ops and (81604.3,65441.1) ops/second in (12.254258,320.899233) seconds
2019/09/20-10:22:56  ... thread 1: (1000000,21000000) ops and (80754.7,65371.3) ops/second in (12.383182,321.241986) seconds
2019/09/20-10:23:08  ... thread 2: (1000000,22000000) ops and (82532.7,66063.0) ops/second in (12.116408,333.015641) seconds
2019/09/20-10:23:08  ... thread 3: (1000000,18000000) ops and (63999.1,54045.2) ops/second in (15.625213,333.054500) seconds
2019/09/20-10:23:08  ... thread 1: (1000000,22000000) ops and (81058.1,65951.4) ops/second in (12.336829,333.578815) seconds
2019/09/20-10:23:20  ... thread 2: (1000000,23000000) ops and (82588.1,66642.7) ops/second in (12.108277,345.123918) seconds
2019/09/20-10:23:21  ... thread 1: (1000000,23000000) ops and (81075.1,66490.7) ops/second in (12.334244,345.913059) seconds
2019/09/20-10:23:23  ... thread 3: (1000000,19000000) ops and (64411.2,54506.9) ops/second in (15.525258,348.579758) seconds
2019/09/20-10:23:32  ... thread 2: (1000000,24000000) ops and (82426.4,67178.7) ops/second in (12.132041,357.255959) seconds
2019/09/20-10:23:33  ... thread 1: (1000000,24000000) ops and (81438.4,67003.1) ops/second in (12.279213,358.192272) seconds
2019/09/20-10:23:39  ... thread 3: (1000000,20000000) ops and (64653.3,54938.0) ops/second in (15.467104,364.046862) seconds
2019/09/20-10:23:44  ... thread 2: (1000000,25000000) ops and (81908.1,67665.5) ops/second in (12.208807,369.464766) seconds
2019/09/20-10:23:45  ... thread 1: (1000000,25000000) ops and (80702.8,67461.2) ops/second in (12.391149,370.583421) seconds
2019/09/20-10:23:54  ... thread 3: (1000000,21000000) ops and (65054.4,55347.8) ops/second in (15.371742,379.418604) seconds
2019/09/20-10:23:56  ... thread 2: (1000000,26000000) ops and (81889.9,68120.6) ops/second in (12.211520,381.676286) seconds
2019/09/20-10:23:58  ... thread 1: (1000000,26000000) ops and (80604.5,67886.9) ops/second in (12.406255,382.989676) seconds
2019/09/20-10:24:09  ... thread 2: (1000000,27000000) ops and (82055.4,68551.7) ops/second in (12.186884,393.863170) seconds
2019/09/20-10:24:09  ... thread 3: (1000000,22000000) ops and (65076.4,55726.5) ops/second in (15.366551,394.785155) seconds
2019/09/20-10:24:10  ... thread 1: (1000000,27000000) ops and (81237.7,68302.7) ops/second in (12.309550,395.299226) seconds
2019/09/20-10:24:21  ... thread 2: (1000000,28000000) ops and (83113.1,68983.4) ops/second in (12.031798,405.894968) seconds
2019/09/20-10:24:23  ... thread 1: (1000000,28000000) ops and (79214.0,68640.4) ops/second in (12.624027,407.923253) seconds
2019/09/20-10:24:24  ... thread 3: (1000000,23000000) ops and (66755.9,56129.7) ops/second in (14.979953,409.765108) seconds
2019/09/20-10:24:33  ... thread 2: (1000000,29000000) ops and (82592.4,69377.6) ops/second in (12.107656,418.002624) seconds
2019/09/20-10:24:35  ... thread 1: (1000000,29000000) ops and (81674.9,69020.2) ops/second in (12.243670,420.166923) seconds
2019/09/20-10:24:40  ... thread 3: (1000000,24000000) ops and (64168.1,56424.2) ops/second in (15.584065,425.349173) seconds
2019/09/20-10:24:45  ... thread 2: (1000000,30000000) ops and (82705.5,69752.2) ops/second in (12.091089,430.093713) seconds
2019/09/20-10:24:47  ... thread 1: (1000000,30000000) ops and (81644.0,69377.8) ops/second in (12.248298,432.415221) seconds
2019/09/20-10:24:56  ... thread 3: (1000000,25000000) ops and (63925.1,56690.3) ops/second in (15.643297,440.992470) seconds
2019/09/20-10:24:57  ... thread 2: (1000000,31000000) ops and (82246.6,70095.7) ops/second in (12.158559,442.252272) seconds
2019/09/20-10:24:59  ... thread 1: (1000000,31000000) ops and (81252.3,69706.4) ops/second in (12.307339,444.722560) seconds
2019/09/20-10:25:09  ... thread 2: (1000000,32000000) ops and (82632.1,70429.6) ops/second in (12.101835,454.354107) seconds
2019/09/20-10:25:11  ... thread 3: (1000000,26000000) ops and (64197.5,56946.4) ops/second in (15.576931,456.569401) seconds
2019/09/20-10:25:12  ... thread 1: (1000000,32000000) ops and (81901.2,70032.2) ops/second in (12.209829,456.932389) seconds
2019/09/20-10:25:21  ... thread 2: (1000000,33000000) ops and (83302.1,70761.0) ops/second in (12.004497,466.358604) seconds
2019/09/20-10:25:24  ... thread 1: (1000000,33000000) ops and (82384.1,70351.9) ops/second in (12.138259,469.070648) seconds
2019/09/20-10:25:27  ... thread 3: (1000000,27000000) ops and (63951.8,57178.4) ops/second in (15.636776,472.206177) seconds
2019/09/20-10:25:33  ... thread 2: (1000000,34000000) ops and (83360.9,71077.0) ops/second in (11.996037,478.354641) seconds
2019/09/20-10:25:36  ... thread 1: (1000000,34000000) ops and (82176.0,70650.9) ops/second in (12.169006,481.239654) seconds
2019/09/20-10:25:43  ... thread 3: (1000000,28000000) ops and (63892.3,57393.8) ops/second in (15.651333,487.857510) seconds
2019/09/20-10:25:45  ... thread 2: (1000000,35000000) ops and (83363.7,71377.5) ops/second in (11.995622,490.350263) seconds
2019/09/20-10:25:48  ... thread 1: (1000000,35000000) ops and (82159.6,70934.8) ops/second in (12.171430,493.411084) seconds
2019/09/20-10:25:57  ... thread 2: (1000000,36000000) ops and (83135.8,71659.1) ops/second in (12.028515,502.378778) seconds
2019/09/20-10:25:58  ... thread 3: (1000000,29000000) ops and (64076.9,57601.0) ops/second in (15.606249,503.463759) seconds
2019/09/20-10:26:00  ... thread 1: (1000000,36000000) ops and (81843.7,71198.4) ops/second in (12.218413,505.629497) seconds
2019/09/20-10:26:09  ... thread 2: (1000000,37000000) ops and (82838.9,71921.4) ops/second in (12.071626,514.450404) seconds
2019/09/20-10:26:13  ... thread 1: (1000000,37000000) ops and (81886.3,71450.4) ops/second in (12.212053,517.841550) seconds
2019/09/20-10:26:14  ... thread 3: (1000000,30000000) ops and (65175.1,57825.0) ops/second in (15.343282,518.807041) seconds
2019/09/20-10:26:21  ... thread 2: (1000000,38000000) ops and (83601.2,72186.8) ops/second in (11.961552,526.411956) seconds
2019/09/20-10:26:25  ... thread 1: (1000000,38000000) ops and (82313.1,71699.4) ops/second in (12.148737,529.990287) seconds
2019/09/20-10:26:29  ... thread 3: (1000000,31000000) ops and (65657.0,58048.3) ops/second in (15.230671,534.037712) seconds
2019/09/20-10:26:33  ... thread 2: (1000000,39000000) ops and (83704.4,72442.4) ops/second in (11.946799,538.358755) seconds
2019/09/20-10:26:37  ... thread 1: (1000000,39000000) ops and (82411.9,71939.2) ops/second in (12.134163,542.124450) seconds
2019/09/20-10:26:44  ... thread 3: (1000000,32000000) ops and (65461.2,58254.5) ops/second in (15.276236,549.313948) seconds
2019/09/20-10:26:45  ... thread 2: (1000000,40000000) ops and (83642.0,72685.7) ops/second in (11.955720,550.314475) seconds
2019/09/20-10:26:49  ... thread 1: (1000000,40000000) ops and (82207.5,72164.5) ops/second in (12.164342,554.288792) seconds
2019/09/20-10:26:57  ... thread 2: (1000000,41000000) ops and (83022.1,72907.1) ops/second in (12.044979,562.359454) seconds
2019/09/20-10:26:59  ... thread 3: (1000000,33000000) ops and (65547.2,58451.6) ops/second in (15.256175,564.570123) seconds
2019/09/20-10:27:01  ... thread 1: (1000000,41000000) ops and (82018.3,72376.6) ops/second in (12.192401,566.481193) seconds
2019/09/20-10:27:09  ... thread 2: (1000000,42000000) ops and (82252.3,73104.9) ops/second in (12.157721,574.517175) seconds
2019/09/20-10:27:13  ... thread 1: (1000000,42000000) ops and (82248.1,72584.0) ops/second in (12.158331,578.639524) seconds
2019/09/20-10:27:15  ... thread 3: (1000000,34000000) ops and (65418.8,58635.2) ops/second in (15.286127,579.856250) seconds
2019/09/20-10:27:21  ... thread 2: (1000000,43000000) ops and (82464.0,73298.3) ops/second in (12.126502,586.643677) seconds
2019/09/20-10:27:25  ... thread 1: (1000000,43000000) ops and (82511.8,72787.7) ops/second in (12.119478,590.759002) seconds
2019/09/20-10:27:30  ... thread 3: (1000000,35000000) ops and (65567.9,58812.9) ops/second in (15.251369,595.107619) seconds
2019/09/20-10:27:34  ... thread 2: (1000000,44000000) ops and (82055.9,73476.6) ops/second in (12.186809,598.830486) seconds
2019/09/20-10:27:38  ... thread 1: (1000000,44000000) ops and (79975.3,72936.7) ops/second in (12.503863,603.262865) seconds
2019/09/20-10:27:41  ... thread 0: (1000000,1000000) ops and (1649.1,1649.1) ops/second in (606.373201,606.373201) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      0.00     0.00      0.00
  1      3.38   549.12    543.74
  2     91.65 16027.18  15822.18
BucketCount: 191
WriteAmplification: inf

2019/09/20-10:27:45  ... thread 3: (1000000,36000000) ops and (66222.5,58996.3) ops/second in (15.100602,610.208221) seconds
2019/09/20-10:27:47  ... thread 2: (1000000,45000000) ops and (72042.7,73444.1) ops/second in (13.880650,612.711136) seconds
2019/09/20-10:27:48  ... thread 0: (1000000,2000000) ops and (144978.3,3261.2) ops/second in (6.897582,613.270783) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      2.66     0.00    148.90
  1      3.93   638.89    629.01
  2     98.32 16737.44  16518.77
BucketCount: 191
WriteAmplification: 116.1621

2019/09/20-10:27:52  ... thread 1: (1000000,45000000) ops and (72083.7,72917.5) ops/second in (13.872757,617.135622) seconds
2019/09/20-10:27:54  ... thread 0: (1000000,3000000) ops and (154971.7,4840.9) ops/second in (6.452789,619.723572) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      2.96     0.00    202.04
  1      4.14   677.19    661.11
  2     99.37 16955.50  16727.88
BucketCount: 191
WriteAmplification: 87.0652

2019/09/20-10:28:01  ... thread 0: (1000000,4000000) ops and (152180.6,6386.8) ops/second in (6.571140,626.294712) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      3.68     0.00    322.06
  1      4.31   709.67    688.99
  2    100.58 17125.41  16891.35
BucketCount: 191
WriteAmplification: 55.5879

2019/09/20-10:28:02  ... thread 2: (1000000,46000000) ops and (68809.9,73336.7) ops/second in (14.532789,627.243925) seconds
2019/09/20-10:28:03  ... thread 3: (1000000,37000000) ops and (56706.8,58932.0) ops/second in (17.634565,627.842786) seconds
2019/09/20-10:28:06  ... thread 1: (1000000,46000000) ops and (69230.4,72833.2) ops/second in (14.444523,631.580145) seconds
2019/09/20-10:28:07  ... thread 0: (1000000,5000000) ops and (155097.0,7902.1) ops/second in (6.447579,632.742291) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      4.24     0.00    415.72
  1      4.43   725.98    705.21
  2    100.58 17125.41  16891.35
BucketCount: 191
WriteAmplification: 43.3278

2019/09/20-10:28:14  ... thread 0: (1000000,6000000) ops and (154789.1,9386.7) ops/second in (6.460402,639.202693) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      4.83     0.00    502.87
  1      4.81   788.49    764.02
  2    100.58 17125.41  16891.35
BucketCount: 191
WriteAmplification: 36.1091

2019/09/20-10:28:17  ... thread 2: (1000000,47000000) ops and (68605.6,73229.3) ops/second in (14.576065,641.819990) seconds
2019/09/20-10:28:20  ... thread 0: (1000000,7000000) ops and (152314.5,10839.8) ops/second in (6.565361,645.768054) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      5.55     0.00    627.87
  1      5.62   947.49    915.69
  2    100.58 17125.41  16891.35
BucketCount: 191
WriteAmplification: 29.3612

2019/09/20-10:28:21  ... thread 1: (1000000,47000000) ops and (69698.3,72763.6) ops/second in (14.347555,645.927700) seconds
2019/09/20-10:28:21  ... thread 3: (1000000,38000000) ops and (54955.4,58819.9) ops/second in (18.196572,646.039358) seconds
2019/09/20-10:28:27  ... thread 0: (1000000,8000000) ops and (154941.5,12265.8) ops/second in (6.454047,652.222101) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      6.02     0.00    709.56
  1      5.91  1004.11    968.91
  2    100.58 17125.41  16891.35
BucketCount: 191
WriteAmplification: 26.1710

2019/09/20-10:28:31  ... thread 2: (1000000,48000000) ops and (70252.9,73164.7) ops/second in (14.234282,656.054272) seconds
2019/09/20-10:28:33  ... thread 0: (1000000,9000000) ops and (154758.3,13663.6) ops/second in (6.461687,658.683788) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      6.65     0.00    814.97
  1      6.47  1100.07   1042.35
  2    100.58 17125.41  16891.35
BucketCount: 191
WriteAmplification: 23.0053

2019/09/20-10:28:35  ... thread 1: (1000000,48000000) ops and (68995.2,72680.9) ops/second in (14.493768,660.421468) seconds
2019/09/20-10:28:39  ... thread 3: (1000000,39000000) ops and (54862.5,58711.4) ops/second in (18.227399,664.266757) seconds
2019/09/20-10:28:40  ... thread 0: (1000000,10000000) ops and (155236.3,15034.8) ops/second in (6.441794,665.125582) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      7.39     0.00    917.12
  1      6.67  1136.99   1069.51
  2    100.77 17166.98  16921.93
BucketCount: 198
WriteAmplification: 20.6174

2019/09/20-10:28:46  ... thread 0: (1000000,11000000) ops and (154591.6,16378.9) ops/second in (6.468657,671.594239) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      8.61     0.00   1046.27
  1      7.18  1215.58   1143.00
  2    107.96 18292.97  18032.70
BucketCount: 198
WriteAmplification: 19.3277

2019/09/20-10:28:46  ... thread 2: (1000000,49000000) ops and (64285.1,72959.0) ops/second in (15.555706,671.609978) seconds
2019/09/20-10:28:52  ... thread 1: (1000000,49000000) ops and (60511.7,72383.8) ops/second in (16.525741,676.947209) seconds
2019/09/20-10:28:53  ... thread 0: (1000000,12000000) ops and (153379.6,17696.1) ops/second in (6.519773,678.114012) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0      9.37     0.00   1176.62
  1      7.86  1347.29   1265.10
  2    108.11 18332.16  18060.43
BucketCount: 198
WriteAmplification: 17.4247

2019/09/20-10:28:55  ... thread 3: (1000000,40000000) ops and (63215.6,58816.1) ops/second in (15.818886,680.085643) seconds
2019/09/20-10:28:59  ... thread 0: (1000000,13000000) ops and (154026.2,18989.0) ops/second in (6.492404,684.606416) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     10.14     0.00   1316.38
  1      8.50  1478.78   1393.96
  2    108.11 18332.16  18060.43
BucketCount: 198
WriteAmplification: 15.7787

2019/09/20-10:29:02  ... thread 2: (1000000,50000000) ops and (65302.2,72788.3) ops/second in (15.313425,686.923403) seconds
2019/09/20-10:29:06  ... thread 0: (1000000,14000000) ops and (152847.0,20256.1) ops/second in (6.542490,691.148906) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     10.99     0.00   1471.99
  1      8.81  1539.41   1454.09
  2    108.11 18332.16  18060.43
BucketCount: 198
WriteAmplification: 14.2572

2019/09/20-10:29:10  ... thread 1: (1000000,50000000) ops and (53940.1,71892.1) ops/second in (18.539100,695.486309) seconds
2019/09/20-10:29:10  ... thread 3: (1000000,41000000) ops and (64355.5,58939.9) ops/second in (15.538690,695.624333) seconds
2019/09/20-10:29:12  ... thread 0: (1000000,15000000) ops and (155392.2,21502.8) ops/second in (6.435330,697.584236) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     11.51     0.00   1566.80
  1      9.47  1666.60   1576.27
  2    108.32 18383.17  18100.44
BucketCount: 198
WriteAmplification: 13.5585

2019/09/20-10:29:17  ... thread 2: (1000000,51000000) ops and (64717.6,72610.8) ops/second in (15.451742,702.375145) seconds
2019/09/20-10:29:19  ... thread 0: (1000000,16000000) ops and (153869.4,22724.6) ops/second in (6.499016,704.083252) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     12.25     0.00   1672.00
  1     10.50  1823.32   1721.81
  2    108.52 18439.50  18136.78
BucketCount: 205
WriteAmplification: 12.8771

2019/09/20-10:29:25  ... thread 0: (1000000,17000000) ops and (153090.6,23922.9) ops/second in (6.532080,710.615332) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     13.05     0.00   1767.58
  1     11.02  1910.56   1808.17
  2    116.00 19607.88  19272.06
BucketCount: 205
WriteAmplification: 12.9260

2019/09/20-10:29:26  ... thread 3: (1000000,42000000) ops and (62271.1,59015.0) ops/second in (16.058819,711.683152) seconds
2019/09/20-10:29:29  ... thread 1: (1000000,51000000) ops and (53146.5,71398.3) ops/second in (18.815923,714.302232) seconds
2019/09/20-10:29:32  ... thread 0: (1000000,18000000) ops and (154379.9,25101.4) ops/second in (6.477529,717.092861) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     13.53     0.00   1853.88
  1     11.51  1999.34   1891.43
  2    116.10 19632.99  19291.59
BucketCount: 205
WriteAmplification: 12.4263

2019/09/20-10:29:33  ... thread 2: (1000000,52000000) ops and (60955.8,72344.8) ops/second in (16.405332,718.780477) seconds
2019/09/20-10:29:38  ... thread 0: (1000000,19000000) ops and (154924.1,26259.5) ops/second in (6.454772,723.547633) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     14.12     0.00   1957.79
  1     12.00  2093.84   1985.22
  2    116.22 19666.12  19313.48
BucketCount: 205
WriteAmplification: 11.8790

2019/09/20-10:29:42  ... thread 3: (1000000,43000000) ops and (62397.6,59089.5) ops/second in (16.026253,727.709405) seconds
2019/09/20-10:29:45  ... thread 0: (1000000,20000000) ops and (154915.5,27397.2) ops/second in (6.455134,730.002767) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     14.90     0.00   2063.24
  1     12.39  2168.81   2059.59
  2    116.57 19747.98  19384.70
BucketCount: 212
WriteAmplification: 11.3935

2019/09/20-10:29:48  ... thread 1: (1000000,52000000) ops and (52618.4,70911.6) ops/second in (19.004754,733.306986) seconds
2019/09/20-10:29:49  ... thread 2: (1000000,53000000) ops and (63309.1,72150.5) ops/second in (15.795515,734.575992) seconds
2019/09/20-10:29:51  ... thread 0: (1000000,21000000) ops and (155001.6,28515.0) ops/second in (6.451546,736.454313) seconds

                               Compactions
Level Time(sec) Read(MB) Write(MB)
--------------------------------------------------
  0     15.77     0.00   2182.31
  1     12.90  2261.40   2151.31
  2    123.62 20917.11  20518.49
BucketCount: 212
WriteAmplification: 11.3880

2019/09/20-10:29:58  ... thread 0: (1000000,22000000) ops and (155411.8,29614.1) ops/second in (6.434517,742.888830) seconds

                               Compactions
